,Aeródromo,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Geoespacial,Unnamed: 6,Unnamed: 7,Operação,Pista 1,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Pista 2,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Pista 3,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Heliponto,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Atos normativos,Unnamed: 34,Unnamed: 35,Unnamed: 36,Classe RBAC 107,Classe RBAC 153,Categoria Tarifária,Especificação Operativa,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Medidas Administrativas,Unnamed: 48,Unnamed: 49,Outros,Unnamed: 51
0,CÓDIGO OACI,TIPO,NOME,MUNICÍPIO ATENDIDO,UF,LATITUDE,LONGITUDE,ALTITUDE,OPERAÇÃO,DESIGNAÇÃO,COMPRIMENTO,LARGURA,RESISTÊNCIA,SUPERFÍCIE,DESIGNAÇÃO,COMPRIMENTO,LARGURA,RESISTÊNCIA,SUPERFÍCIE,DESIGNAÇÃO,COMPRIMENTO,LARGURA,RESISTÊNCIA,SUPERFÍCIE,RAMPA(S) DE APROXIMAÇÃO,FORMATO DA ÁREA DE POUSO,DIMENSÕES,RESISTÊNCIA,SUPERFÍCIE,p1,p2,p3,p4,PORTARIAS,,,,PORTARIA Nº 515/2018 ,"PORTARIA Nº 852/2018
A Classe I se divide ainda em I-A, sem voo regular e I-B, com voo regular","PORTARIA Nº 2007/2014 E ALTERAÇÕES
(* = REGIME TARIFÁRIO DIFERENCIADO)",AERONAVE CRÍTICA,TIPO DE APROX. (CABECEIRAS),FREQ. SEMANAL,r1,r2,REFERÊNCIA(S),,SITUAÇÃO,r1,REFERÊNCIA,SITUADO NA AMAZÔNIA LEGAL,OBSERVAÇÕES
155,SDKE,AERÓDROMO,CORIBE,CORIBE,BA,13° 46' 38'' S,44° 27' 52'' W,670 m,VFR Diurno,10/28,1130 m,15 m,"5700 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2001-0613,0,0,0,PD2001-0613,,,,AD,Classe I,-,-,-,-,,,,,Interditado,,,,Interdição noticiada por meio do Ofício nº 149/2013/SIA/ANAC
156,SDKF,AERÓDROMO,JUAZEIRO,CURAÇÁ,BA,9° 9' 19'' S,40° 5' 30'' W,392 m,VFR Diurno,18/36,1300 m,22 m,PCN 12/F/B/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2001-0614,0,0,0,PD2001-0614,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
157,SDKJ,AERÓDROMO,FORMOSA DO RIO PRETO,FORMOSA DO RIO PRETO,BA,11° 1' 16'' S,45° 11' 14'' W,511 m,VFR Diurno,13/31,1320 m,"18,5 m",PCN 10/F/B/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2001-0616,0,0,0,PD2001-0616,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
158,SDKK,AERÓDROMO,MOCOCA,MOCOCA,SP,21° 29' 14'' S,47° 2' 2'' W,651 m,VFR Diurno,4/22,1000 m,30 m,PCN 8/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2013-2824,0,0,0,PA2013-2824,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
159,SDLC,AERÓDROMO,LUCÉLIA,LUCÉLIA,SP,21° 44' 58'' S,51° 1' 6'' W,450 m,VFR Diurno,8/26,1200 m,40 m,PCN 10/F/C/Y/U,Grama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1998-0496E,0,0,0,PD1998-0496E,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
160,SDLE,AERÓDROMO,RIO DE CONTAS,RIO DE CONTAS,BA,13° 34' 59'' S,41° 47' 27'' W,1146 m,VFR Diurno,15/33,1200 m,41 m,"5700 kg / 0,5 MPa",Piçarra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2014-1387,0,0,0,PA2014-1387,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
161,SDLI,AERÓDROMO,JEOVÁ GOMES CORRÊA,ABARÉ,BA,8° 44' 19'' S,39° 7' 33'' W,291 m,VFR Diurno,12/30,1200 m,20 m,PCN 8/F/B/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2001-0608,0,0,0,PD2001-0608,,,,AD,Classe I,-,-,-,-,,,,,Interditado,,,,Interdição noticiada por meio do Ofício nº 149/2013/SIA/ANAC
162,SDLK,AERÓDROMO,CACULÉ,CACULÉ,BA,14° 28' 52'' S,42° 15' 53'' W,662 m,VFR Diurno,13/31,1200 m,20 m,PCN 8/F/B/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2016-0240,0,0,0,PA2016-0240,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
163,SDLL,AERÓDROMO,LEME,LEME,SP,22° 13' 37'' S,47° 22' 56'' W,617 m,VFR Diurno,8/26,1100 m,30 m,"5600 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1996-0516,0,0,0,PD1996-0516,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
164,SDLP,AERÓDROMO,LENÇÓIS PAULISTA,LENÇÓIS PAULISTA,SP,22° 34' 42'' S,48° 46' 28'' W,621 m,VFR Diurno/Noturno,7/25,1263 m,20 m,PCN 13/F/C/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2017-0174,0,0,0,PA2017-0174,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
165,SDLY,AERÓDROMO,ARMANDO NATALI,MATÃO,SP,21° 37' 23'' S,48° 21' 9'' W,635 m,VFR Diurno,16/34,750 m,23 m,PCN 8/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1993-0470,0,0,0,PD1993-0470,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
166,SDMC,AERÓDROMO,MARICÁ,MARICÁ,RJ,22° 55' 5'' S,42° 49' 44'' W,0 m,VFR Diurno,9/27,1110 m,30 m,PCN 13/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-2574,0,0,0,PA2018-2574,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
167,SDMH,AERÓDROMO,MIRASSOL,MIRASSOL,SP,20° 48' 26'' S,49° 29' 10'' W,584 m,VFR Diurno,6/24,1000 m,30 m,PCN 8/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1992-0074,PA2014-0905,PA2014-3150,0,PD1992-0074,PA2014-0905,PA2014-3150,,AD,Classe I,-,-,-,-,,,,,,,,,"Suspensos os efeitos da Portaria 905/SIA, de 10/04/2014, pela decisão liminar deferida pelo juízo da 3ª Vara Federal de São José do Rio Preto - SP, nos autos do Processo judicial n.º 0002612-13.2014.4.03.6106,  proposta pela Associação Pró-Aeroporto de Mirassol (APROAMI), em face da União e outros."
168,SDMJ,AERÓDROMO,MOJI MIRIM,MOJI MIRIM,SP,22° 24' 36'' S,46° 54' 17'' W,693 m,VFR Diurno,12/30,1500 m,30 m,"5600 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1995-0484,0,0,0,PD1995-0484,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
169,SDMO,AERÓDROMO,MONTE ALTO,MONTE ALTO,SP,21° 15' 41'' S,48° 31' 47'' W,750 m,VFR Diurno,17/35,850 m,20 m,"5600 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1995-0027,0,0,0,PD1995-0027,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
170,SDNH,AERÓDROMO,NOVO HORIZONTE,NOVO HORIZONTE,SP,21° 29' 52'' S,49° 14' 4'' W,465 m,VFR Diurno,13/31,1000 m,30 m,PCN 8/F/C/Y/U,Grama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2016-1523,0,0,0,PA2016-1523,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
171,SDNO,AERÓDROMO,NELSON GARÓFALO,SÃO MANUEL,SP,22° 41' 46'' S,48° 34' 34'' W,730 m,VFR Diurno/Noturno,14/32,1000 m,20 m,PCN 13/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-1381,0,0,0,PA2018-1381,,,,AP-0,Classe I,4ª,-,-,-,,,,,,,,,-
172,SDOU,AERÓDROMO,OURINHOS,OURINHOS,SP,22° 58' 25'' S,49° 54' 41'' W,467 m,VFR Diurno/Noturno,16/34,1500 m,30 m,PCN 15/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2013-1039,0,0,0,PA2013-1039,,,,AP-0,Classe I,4ª,-,-,-,,,,,,,,,-
173,SDOV,AERÓDROMO,MOZARLÂNDIA,MOZARLÂNDIA,GO,14° 44' 41'' S,50° 34' 14'' W,328 m,VFR Diurno,17/35,1500 m,30 m,PCN 20/F/B/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2001-0870,0,0,0,PD2001-0870,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
174,SDOW,AERÓDROMO,OURILÂNDIA DO NORTE,OURILÂNDIA DO NORTE,PA,6° 45' 44'' S,51° 3' 0'' W,229 m,VFR Diurno/Noturno,14/32,1200 m,30 m,PCN 11/F/B/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-0909,0,0,0,PA2015-0909,,,,AD,Classe I,-,-,-,-,,,,,,,,X,-
175,SDPD,AERÓDROMO,PINDAMONHANGABA,PINDAMONHANGABA,SP,22° 56' 37'' S,45° 25' 53'' W,585 m,VFR Diurno,6/24,750 m,30 m,PCN 8/F/C/Y/U,Grama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1953-0021,0,0,0,PD1953-0021,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
176,SDPN,AERÓDROMO,PENÁPOLIS,PENÁPOLIS,SP,21° 24' 37'' S,50° 1' 55'' W,418 m,VFR Diurno/Noturno,15/33,1500 m,30 m,PCN 27/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2014-0233,0,0,0,PA2014-0233,,,,AP-0,Classe I,4ª,-,-,-,,,,,,,,,-
177,SDPV,AERÓDROMO,PRESIDENTE VENCESLAU,PRESIDENTE VENCESLAU,SP,21° 53' 36'' S,51° 53' 4'' W,445 m,VFR Diurno,14/32,1200 m,30 m,"5700 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1991-0133,0,0,0,PD1991-0133,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
178,SDPW,AERÓDROMO,PEDRO MORGANTI,PIRACICABA,SP,22° 42' 38'' S,47° 37' 10'' W,584 m,VFR Diurno/Noturno,17/35,1200 m,30 m,PCN 21/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-2356,0,0,0,PA2018-2356,,,,AP-0,Classe I,4ª,-,-,-,,,,,,,,,-
179,SDPY,AERÓDROMO,PIRASSUNUNGA,PIRASSUNUNGA,SP,22° 1' 35'' S,47° 25' 10'' W,683 m,VFR Diurno,3/21,860 m,30 m,PCN 8/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1953-0021,0,0,0,PD1953-0021,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
180,SDRK,AERÓDROMO,RIO CLARO,RIO CLARO,SP,22° 25' 54'' S,47° 33' 45'' W,600 m,VFR Diurno,3/21,1047 m,40 m,"5600 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,4  -,quadrado,21 m x21 m,"4,5 t",Grama,PA2018-1635,0,0,0,PA2018-1635,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
181,SDRR,AERÓDROMO,AVARÉ-ARANDU,AVARÉ,SP,23° 5' 35'' S,48° 59' 3'' W,810 m,VFR Diurno/Noturno,15/33,1480 m,30 m,PCN 26/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1993-0288,PD1994-0024,PA2015-2649,0,PD1993-0288,PD1994-0024,PA2015-2649,,AP-0,Classe I,4ª,-,-,-,,,,,,,,,-
182,SDRS,AERÓDROMO,RESENDE,RESENDE,RJ,22° 28' 43'' S,44° 28' 54'' W,402 m,VFR Diurno,8/26,1300 m,30 m,PCN 13/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AP-0,Classe I,4ª,2C,NINST,7,PA2016-0908,,PA2016-0908,,,,,,-
183,SDSC,AERÓDROMO,MÁRIO PEREIRA LOPES,SÃO CARLOS,SP,21° 52' 35'' S,47° 54' 12'' W,807 m,VFR Diurno/Noturno,2/20,1620 m,45 m,PCN 47/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-2564,0,0,0,PA2018-2564,,,,AP-0,Classe I,3ª,-,-,-,,,,,,,,,-
184,SBSO,AERÓDROMO,REGIONAL DE SORRISO ADOLINO BEDIN (SDSS*),SORRISO,MT,12° 28' 22'' S,55° 40' 8'' W,386 m,VFR Diurno/Noturno e IFR Diurno/Noturno,5/23,1700 m,30 m,PCN 26/F/A/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2016-0745,0,0,0,PA2016-0745,,,,AP-1,Classe I,-,3C,NPA(05;23),,PA2018-1569,0,PA2018-1569,,,,,X,-
185,SDTB,AERÓDROMO,ATIBAIA,ATIBAIA,SP,23° 7' 42'' S,46° 34' 29'' W,797 m,VFR Diurno,2/20,800 m,30 m,"5000 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2014-1106,0,0,0,PA2014-1106,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
186,SDTF,AERÓDROMO,TATUÍ,TATUÍ,SP,23° 19' 55'' S,47° 52' 48'' W,635 m,VFR Diurno,14/32,1100 m,30 m,"5000 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1999-0436,0,0,0,PD1999-0436,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
187,SDTI,AERÓDROMO,TUPI PAULISTA,TUPI PAULISTA,SP,21° 23' 35'' S,51° 35' 56'' W,365 m,VFR Diurno,5/23,750 m,23 m,"5600 kg / 0,5 MPa",Grama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1995-0115,0,0,0,PD1995-0115,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
188,SDTK,AERÓDROMO,PARATI,PARATI,RJ,23° 13' 28'' S,44° 43' 13'' W,3 m,VFR Diurno,10/28,700 m,23 m,"2500 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1998-0051,0,0,0,PD1998-0051,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
189,SDTP,AERÓDROMO,JOSÉ VICENTE FARIA LIMA,TUPÃ,SP,21° 53' 24'' S,50° 30' 21'' W,550 m,VFR Diurno/Noturno,6/24,1500 m,35 m,PCN 33/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-0305,0,0,0,PA2018-0305,,,,AP-0,Classe I,4ª,-,-,-,,,,,,,,,-
190,SDUB,AERÓDROMO,UBATUBA,UBATUBA,SP,23° 26' 29'' S,45° 4' 34'' W,4 m,VFR Diurno,9/27,940 m,30 m,PCN 8/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1967-0058,0,0,0,PD1967-0058,,,,AP-0,Classe I,4ª,-,-,-,,,,,,,,,-
191,SDUN,AERÓDROMO,ITAPERUNA,ITAPERUNA,RJ,21° 13' 10'' S,41° 52' 32'' W,125 m,VFR Diurno,6/24,1200 m,30 m,PCN 8/F/C/Y/U,Grama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1998-0052,0,0,0,PD1998-0052,,,,AP-0,Classe I,4ª,-,-,-,,,,,,,,,-
192,SDUQ,AERÓDROMO,PARAGUAÇU PAULISTA,PARAGUAÇU PAULISTA,SP,22° 25' 37'' S,50° 36' 25'' W,476 m,VFR Diurno,5/23,1199 m,30 m,"5600 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2011-0330,0,0,0,PA2011-0330,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
193,SDVE,AERÓDROMO,VERA CRUZ,VERA CRUZ,SP,22° 13' 49'' S,49° 49' 7'' W,640 m,VFR Diurno,14/32,770 m,20 m,"5600 kg / 0,5 MPa",Grama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2004-0399,0,0,0,PD2004-0399,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
194,SDVG,AERÓDROMO,DOMINGOS PIGNATARI,VOTUPORANGA,SP,20° 27' 26'' S,50° 0' 9'' W,508 m,VFR Diurno,5/23,1500 m,30 m,PCN 26/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1971-0052,PA2013-0503,0,0,PD1971-0052,PA2013-0503,,,AP-0,Classe I,4ª,3C,NINST,7,PA2016-0908,,PA2016-0908,,,,,,-
195,SDWQ,AERÓDROMO,ALENQUER,ALENQUER,PA,1° 55' 1'' S,54° 43' 22'' W,"30,87 m",VFR Diurno,10/28,1000 m,23 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2008-0769,0,0,0,PA2008-0769,,,,AD,Classe I,-,-,-,-,,,,,,,,X,-
196,SDXB,AERÓDROMO,CRISTALINA,CRISTALINA,GO,16° 47' 23'' S,47° 38' 36'' W,1200 m,VFR Diurno,5/23,1100 m,23 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2001-0799,0,0,0,PD2001-0799,,,,AD,Classe I,-,-,-,-,,,,,Interditado,,,,Interdição noticiada por meio do Ofício nº 149/2013/SIA/ANAC
197,SDXF,AERÓDROMO,ALTO PARAÍSO DE GOIÁS,ALTO PARAÍSO DE GOIÁS,GO,14° 7' 9'' S,47° 31' 49'' W,1345 m,VFR Diurno,9/27,1080 m,30 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-1383,0,0,0,PA2018-1383,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
198,SDXJ,AERÓDROMO,COSTA RICA,COSTA RICA,MS,18° 29' 29'' S,53° 10' 6'' W,738 m,VFR Diurno,9/27,1160 m,23 m,PCN 10/F/B/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-2207,0,0,0,PA2015-2207,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
199,SDYW,AERÓDROMO,ITAPEVA,ITAPEVA,SP,23° 56' 30'' S,48° 52' 58'' W,707 m,VFR Diurno,13/31,1000 m,40 m,"5700 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1990-0161,0,0,0,PD1990-0161,,,,AD,Classe I,-,-,-,-,,,,,Interditado,PA2015-2631,PA2015-2631,,-
200,SDZG,AERÓDROMO,PEDRO TEIXEIRA CASTELO REGIONAL TAUÁ,TAUÁ,CE,5° 56' 0'' S,40° 17' 51'' W,"450,98 m",VFR Diurno/Noturno,9/27,1200 m,30 m,PCN 7/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2011-0989,0,0,0,PA2011-0989,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
201,SIBU,AERÓDROMO,CATOLÉ DO ROCHA,CATOLÉ DO ROCHA,PB,6° 21' 45'' S,37° 45' 19'' W,272 m,VFR Diurno,11/29,800 m,18 m,PCN 10/F/B/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-0072,0,0,0,PA2018-0072,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
202,SIBW,AERÓDROMO,CONCEIÇÃO,CONCEIÇÃO,PB,7° 33' 45'' S,38° 29' 51'' W,370 m,VFR Diurno,8/26,1000 m,27 m,PCN 8/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2001-1493,0,0,0,PD2001-1493,,,,AD,Classe I,-,-,-,-,,,,,Interditado,,,,Interdição noticiada por meio do Ofício nº 149/2013/SIA/ANAC
203,SIBY,AERÓDROMO,MONTEIRO,MONTEIRO,PB,7° 52' 42'' S,37° 8' 12'' W,619 m,VFR Diurno,14/32,1000 m,28 m,PCN 8/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-2329,0,0,0,PA2018-2329,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
204,SIBZ,AERÓDROMO,ITAPORANGA,ITAPORANGA,PB,7° 18' 40'' S,38° 6' 49'' W,292 m,VFR Diurno,14/32,1000 m,24 m,PCN 8/F/B/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-0027,0,0,0,PA2018-0027,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
205,SICA,AERÓDROMO,BREJO DAS FREIRAS,SÃO JOÃO DO RIO DO PEIXE,PB,6° 42' 15'' S,38° 30' 10'' W,310 m,VFR Diurno,9/27,950 m,25 m,"5700 kg / 0,5 MPa",Cascalho,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2001-1497,0,0,0,PD2001-1497,,,,AD,Classe I,-,-,-,-,,,,,Interditado,,,,Interdição noticiada por meio do Ofício nº 149/2013/SIA/ANAC
206,SICB,AERÓDROMO,PEDRO SIMÕES PIMENTA,CUITÉ,PB,6° 29' 15'' S,36° 8' 24'' W,652 m,VFR Diurno,10/28,1150 m,30 m,"5700 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2001-1494,0,0,0,PD2001-1494,,,,AD,Classe I,-,-,-,-,,,,,Interditado,,,,Interdição noticiada por meio do Ofício nº 149/2013/SIA/ANAC
207,SILC,AERÓDROMO,AEROPORTO MUNICIPAL BOM FUTURO ,LUCAS DO RIO VERDE,MT,13° 2' 14'' S,55° 56' 32'' W,515 m,VFR Diurno,8/26,1000 m,20 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2008-2076,0,0,0,PA2008-2076,,,,AD,Classe I,-,-,-,-,,,,,,,,X,-
208,SIMK,AERÓDROMO,TENENTE LUND PRESSOTO,FRANCA,SP,20° 35' 25'' S,47° 22' 57'' W,1003 m,VFR Diurno/Noturno,5/23,2000 m,30 m,PCN 26/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2016-0034,0,0,0,PA2016-0034,,,,AP-0,Classe I,3ª,-,-,-,,,,,,,,,-
209,SIZX,AERÓDROMO,JUARA SUL,JUARA,MT,11° 17' 12'' S,57° 32' 20'' W,302 m,VFR Diurno,11/29,1200 m,30 m,"5700 kg / 0,5 MPa",Cascalho,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2004-0791,0,0,0,PD2004-0791,,,,AD,Classe I,-,-,-,-,,,,,,,,X,-
210,SJAU,AERÓDROMO,ARAGUACEMA,ARAGUACEMA,TO,8° 50' 16'' S,49° 33' 28'' W,207 m,VFR Diurno,12/30,1400 m,30 m,PCN 6/F/A/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2004-0057,0,0,0,PD2004-0057,,,,AD,Classe I,-,-,-,-,,,,,,,,X,-
211,SJBY,AERÓDROMO,JOÃO SILVA,SANTA INÊS,MA,3° 39' 14'' S,45° 20' 42'' W,25 m,VFR Diurno,6/24,1500 m,30 m,PCN 10/F/C/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2003-1668,0,0,0,PD2003-1668,,,,AD,Classe I,-,-,-,-,,,,,,,,X,-
212,SJGU,AERÓDROMO,ARAGUATINS,ARAGUATINS,TO,5° 41' 4'' S,48° 6' 56'' W,125 m,VFR Diurno/Noturno,12/30,1500 m,30 m,PCN 8/F/B/Y/T,Cascalho,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2004-0056,0,0,0,PD2004-0056,,,,AD,Classe I,-,-,-,-,,,,,,,,X,-
213,SBJA,AERÓDROMO,REGIONAL SUL,JAGUARUNA,SC,28° 40' 31'' S,49° 3' 37'' W,35 m,VFR Diurno/Noturno e IFR Diurno/Noturno,5/23,2499 m,30 m,PCN 57/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-0252,0,0,0,PA2015-0252,,,,AP-1,Classe I,3ª,4C,NPA,6,PA2016-0908,,PA2016-0908,,,,,,-
214,SJNP,AERÓDROMO,NOVO PROGRESSO,NOVO PROGRESSO,PA,7° 7' 33'' S,55° 24' 3'' W,242 m,VFR Diurno,17/35,1050 m,28 m,"5700 kg / 0,5 MPa",Piçarra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2003-1367,0,0,0,PD2003-1367,,,,AD,Classe I,-,-,-,-,,,,,,,,X,-
215,SJOG,AERÓDROMO,ARIQUEMES,ARIQUEMES,RO,9° 53' 5'' S,63° 2' 56'' W,162 m,VFR Diurno,3/21,1306 m,18 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2007-0421,0,0,0,PA2007-0421,,,,AD,Classe I,-,-,-,-,,,,,,,,X,-
216,SJQN,AERÓDROMO,QUIRINÓPOLIS,QUIRINÓPOLIS,GO,18° 26' 46'' S,50° 24' 33'' W,586 m,VFR Diurno,13/31,1500 m,30 m,PCN 10/F/C/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2003-0967,0,0,0,PD2003-0967,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
217,SJRG,AERÓDROMO,REGIONAL DE RIO GRANDE,RIO GRANDE,RS,32° 4' 54'' S,52° 9' 48'' W,8 m,VFR Diurno/Noturno,6/24,1500 m,30 m,PCN 11/F/B/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-2447,0,0,0,PA2018-2447,,,,AP-0,Classe I,3ª,-,-,-,,,,,,,,,-
218,SJTS,AERÓDROMO,TERRA SANTA,TERRA SANTA,PA,2° 4' 22'' S,56° 29' 20'' W,25 m,VFR Diurno,12/30,1000 m,23 m,"5700 kg / 0,5 MPa",Piçarra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2004-1233,0,0,0,PD2004-1233,,,,AD,Classe I,-,-,-,-,,,,,,,,X,-
219,SJTZ,AERÓDROMO,DOM ELISEU,DOM ELISEU,PA,4° 18' 10'' S,47° 34' 54'' W,244 m,VFR Diurno,10/28,1200 m,18 m,"5700 kg / 0,5 MPa",Piçarra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2006-0123,0,0,0,PD2006-0123,,,,AD,Classe I,-,-,-,-,,,,,,,,X,-
